train_acc_hist,train_loss_hist,valid_acc_hist,valid_loss_hist
0,0.0,1.0,0.0,1.0
1,0.7063301205635071,0.1894048070481761,0.7203289270401001,0.1848924704368915
2,0.742587685585022,0.1700053871931229,0.7366423606872559,0.1766230079042653
3,0.7478446960449219,0.1667984303139195,0.7388272285461426,0.1752327281220501
4,0.7505342960357666,0.1650651502435548,0.741475522518158,0.1738472699738416
5,0.7524253129959106,0.1639167730341823,0.7408061027526855,0.1743931845764719
6,0.7537041306495667,0.1631190873521733,0.7414835095405579,0.174115777970652
7,0.754580020904541,0.162566592729001,0.7382252216339111,0.1755618452299213
8,0.7550222277641296,0.1623322729769505,0.7389793395996094,0.175374814927947
9,0.752077043056488,0.1641725736401416,0.7315031290054321,0.1793432822560562
10,0.758125901222229,0.1605368610383262,0.7397772669792175,0.1749943271590737
11,0.7601739764213562,0.1593512281641667,0.7378131747245789,0.176111361327878
12,0.7609641551971436,0.1587851115031088,0.7392680644989014,0.1754049155791938
13,0.7615577578544617,0.1584136479042049,0.7424725294113159,0.1735277325549269
14,0.7619851231575012,0.1582022218420757,0.7386468052864075,0.1756128577671183
15,0.7622205018997192,0.1580670051495775,0.7381317615509033,0.1759198328624292
16,0.7621387243270874,0.1581814764822955,0.7380520105361938,0.1758780835213676
17,0.7589542865753174,0.1602370193761517,0.7366487979888916,0.1771646713566946
18,0.7587108612060547,0.160475447710093,0.7364886403083801,0.1770662578278374
19,0.7592923641204834,0.1602827025248176,0.7399607300758362,0.1758651719466082
20,0.7598171234130859,0.1600655605612765,0.7338499426841736,0.1792787393837613
21,0.7597721815109253,0.160113257909292,0.7384886145591736,0.1769520564921684
22,0.7621530890464783,0.1586101472063598,0.7373046875,0.1779036824190672
23,0.7641669511795044,0.1573880406940962,0.74080491065979,0.1754553919802232
24,0.7658664584159851,0.1562875651897007,0.7409453392028809,0.1749939596136288
25,0.7673112750053406,0.1553792998456428,0.7417926788330078,0.174601278459832
26,0.7669138312339783,0.1556160647213031,0.7391610741615295,0.176034922689061
27,0.7662071585655212,0.1561030851160332,0.7433657050132751,0.1737129162847073
28,0.7653226852416992,0.1566662482378647,0.7429284453392029,0.1742932142753258
29,0.7644734382629395,0.1571771310493237,0.7391411066055298,0.1771037522219006
30,0.7658441066741943,0.1563233937343973,0.7387116551399231,0.1771565938662541
31,0.7674135565757751,0.1553597609209174,0.7393696308135986,0.1766202643294545
32,0.7689366340637207,0.1544500569811789,0.7400580644607544,0.1758472538953964
33,0.770232081413269,0.1536488119682139,0.7402194142341614,0.1759125754756178
34,0.7696955800056458,0.1539495368147181,0.737766683101654,0.177114141474106
35,0.7690216898918152,0.1544197442506431,0.7422816753387451,0.1749916351374365
36,0.7680642604827881,0.1550146883025076,0.7424734830856323,0.1747314711277237
37,0.7669956684112549,0.1556818083599656,0.7406642436981201,0.1759512019069755
38,0.768311083316803,0.1549150721063342,0.7395145893096924,0.1764063882396409
39,0.7695348858833313,0.1541306465934271,0.7388401031494141,0.1771944956340749
40,0.7706447243690491,0.1534143224134075,0.7424257397651672,0.1750172879258545
41,0.7716718912124634,0.1527692959267413,0.7408939003944397,0.1754222063053595
42,0.771156370639801,0.1530992120871247,0.7413318753242493,0.1751433211629604
43,0.7703619599342346,0.1536000263528909,0.7380900979042053,0.17749151002973226
44,0.7695063352584839,0.15410169808657342,0.7344578504562378,0.17867064000836835
45,0.7683873176574707,0.15481327646461887,0.7429800629615784,0.17465992725509055
46,0.7692745923995972,0.15423312720234092,0.7434653639793396,0.17400604580347384
47,0.7705346941947937,0.15347664074137934,0.7352076768875122,0.1789284255932267
48,0.771673858165741,0.1527884970568907,0.7431405782699585,0.1744001447831514
