train_acc_hist,train_loss_hist,valid_acc_hist,valid_loss_hist
0,0.0,1.0,0.0,1.0
1,0.8056895732879639,0.4231443867915478,0.8262407183647156,0.3691810174072932
2,0.8333354592323303,0.3496757232213796,0.8616524934768677,0.3034042023837018
3,0.856263279914856,0.311791371251556,0.8901772499084473,0.2601542121751549
4,0.8712040781974792,0.2867510327245502,0.9053287506103516,0.2385319326068036
5,0.8799902200698853,0.2707934684901988,0.908875048160553,0.241843043994183
6,0.8876097202301025,0.2567205287807672,0.9219501614570618,0.2083018532563759
7,0.8932272791862488,0.2465101685773107,0.9268841743469238,0.193116650474839
8,0.8967633247375488,0.2412307561595398,0.929844617843628,0.1939925150003446
9,0.8993023037910461,0.2361721282751985,0.929731547832489,0.1995765227976202
10,0.9013298749923706,0.2321681175668825,0.934542179107666,0.194665720267772
11,0.9029899835586548,0.22758122773174,0.931437849998474,0.1900861752017568
12,0.9044907689094543,0.2254115004424435,0.9340898990631104,0.1833322782475751
13,0.9057782292366028,0.2225670217022187,0.9394864439964294,0.1747710037482082
14,0.9072995185852052,0.2194196639122519,0.9362999200820924,0.1821337841676349
15,0.907983124256134,0.217522794468373,0.937841773033142,0.1804505318070366
16,0.9094375967979432,0.2149450400356045,0.9439167976379396,0.1585606919422882
17,0.9102625250816345,0.2131863762819034,0.9400004148483276,0.1740799473008721
18,0.9108253121376038,0.21295398569781307,0.9429813623428345,0.15980722118810348
19,0.9110077619552612,0.21253553350216872,0.9426113367080688,0.15591654008188324
20,0.9107224941253662,0.21247289505435307,0.9405760765075684,0.17297742858470347
21,0.9118121266365051,0.2112918569608685,0.9411311149597168,0.16092651904255895
22,0.9135030508041382,0.20823435447142336,0.9454689621925354,0.1745693549787951
23,0.9139167666435242,0.2068922117190783,0.9451194405555725,0.16700328984414076
24,0.9144744277000427,0.20544831875916258,0.9460445642471313,0.16804180847439285
25,0.9151220321655273,0.20322113145425774,0.9475659132003784,0.14939224206978324
26,0.9148855805397034,0.20454812313000334,0.9506085515022278,0.14356034344035284
27,0.9165636897087097,0.20040268940494,0.9483676552772522,0.14642527905071298
28,0.9169337153434753,0.20055770687330166,0.9483779668807983,0.15321431516543638
29,0.917167603969574,0.19968682129410137,0.9517598152160645,0.14299815411479966
30,0.9169748425483704,0.20113184482939675,0.9473603367805481,0.1466746832514561
