train_acc_hist,train_loss_hist,valid_acc_hist,valid_loss_hist
0,0.0,1.0,0.0,1.0
1,0.9382232427597046,0.0513849381020952,0.9386051297187804,0.0513655424807163
2,0.9406055808067322,0.0484272766797133,0.93883216381073,0.0513166340535085
3,0.9410889744758606,0.0475499344612619,0.9385927319526672,0.0513096330874821
4,0.9414310455322266,0.0469690704094899,0.938714563846588,0.0514583790285553
5,0.941719889640808,0.0465504915566409,0.9387707710266112,0.0516790179244528
6,0.9419353604316713,0.0462298892924811,0.9387677907943726,0.0516586691775465
7,0.9421011805534364,0.0459708084303484,0.9386451244354248,0.0518580698509103
8,0.9422659277915956,0.0457780856357807,0.938869297504425,0.0517780195800558
9,0.9422346353530884,0.0458122812196564,0.938758909702301,0.0518398487669395
10,0.9426512718200684,0.0452801329226186,0.9388419389724731,0.0519382692985928
11,0.9426679015159608,0.0452867088541408,0.938504695892334,0.0522098726719825
12,0.942819356918335,0.0451224769529527,0.938554584980011,0.0524469656835168
13,0.942979335784912,0.0449183731244662,0.9386414885520936,0.0518421176708542
14,0.9431192278862,0.0447709924750273,0.9385855793952942,0.0519599857146133
15,0.9431962370872498,0.0446696772520583,0.9387215971946716,0.0519855256154902
16,0.943284034729004,0.0445690253851744,0.9386583566665648,0.0519241139909754
17,0.9433298707008362,0.0445022755751271,0.9385204911231996,0.0517201365660818
18,0.9434662461280824,0.0443576196912617,0.938688099384308,0.0517943248619835
19,0.9435397386550904,0.0442632423937979,0.9387499690055848,0.0516294598426589
20,0.9436067938804626,0.0441863118862279,0.9387664794921876,0.05182883435076
21,0.9436622262001038,0.0441162525577244,0.9387321472167968,0.0518112861271659
22,0.9437112212181092,0.0440558961389636,0.9387124180793762,0.0520084675620583
23,0.9437256455421448,0.0440241893621133,0.9389349818229676,0.0517948334578182
24,0.9437726140022278,0.0439847149284792,0.9388492107391356,0.0516149094117799
25,0.9437645673751832,0.0439673049943239,0.93886536359787,0.0516322707760237
26,0.9432539343833924,0.0445960303087224,0.9385290741920472,0.0519087603811647
27,0.9427416920661926,0.0452192805808668,0.9386196136474608,0.0520318607099054
28,0.942300260066986,0.0457405469938892,0.938360333442688,0.0519397824584584
29,0.9418644309043884,0.0462667757826477,0.9382447004318236,0.0520129756082206
30,0.9425095319747924,0.0454034304748268,0.9384278655052184,0.0514856115691421
31,0.9430796504020692,0.0446907197802319,0.9385928511619568,0.0517755676833653
32,0.9435142278671264,0.0442024041221791,0.9388226866722108,0.0515099451245722
33,0.9438562393188475,0.0437855205518118,0.9389408230781556,0.0511916118748947
34,0.9436652064323424,0.0439949890625734,0.9388815760612488,0.0514736669841611
35,0.9433932304382324,0.0443260766708919,0.9387144446372986,0.0515859630342353
36,0.9430363774299622,0.0447607075787995,0.9384163618087769,0.0522415550290131
37,0.9425710439682008,0.0453363960541384,0.9381049871444702,0.0525707725818981
38,0.9430192112922668,0.0447678553088386,0.9384825229644777,0.0519862452853505
39,0.9434299468994141,0.044273934543308496,0.9388337135314941,0.05161621454993592
40,0.9437747001647949,0.04387608976041179,0.9388223886489868,0.051684920325725345
41,0.9440696239471436,0.043544708885317175,0.93892502784729,0.05152015888878943
42,0.9438908696174622,0.0437356778426022,0.9388417601585388,0.05161740756781062
43,0.9436037540435791,0.044067359719945964,0.9388383030891418,0.051653842688264215
44,0.943229615688324,0.044516684537915574,0.9386089444160461,0.05208031251455654
45,0.9427729249000549,0.04506176033160018,0.9383255243301392,0.05195707100827028
46,0.9431632161140442,0.04457665138118399,0.9386244416236877,0.051928285450815875
47,0.9435762763023376,0.04409561414243043,0.9388255476951599,0.05158956705249454
48,0.9439060091972351,0.04373366834278313,0.9388175010681152,0.0514167257933517
49,0.9441745281219482,0.043414985765672084,0.9389293789863586,0.05146669138355567
50,0.9439948797225952,0.043616028435618466,0.9389135241508484,0.05138050459942351
